seqid,model_score
0,1369.385
1,1372.0078
2,1372.3085
3,1373.7139
4,1374.473
5,1375.3514
6,1380.2396
7,1382.7585
8,1384.1503
9,1382.5939
10,1382.981
11,1383.8854
12,1384.4075
13,1385.6346
14,1364.7928
15,1364.6138
16,1364.6964
17,1364.8583
18,1365.8158
19,1366.0168
20,1367.4778
21,1368.7095
22,1373.3164
23,1373.2792
24,1373.0555
25,1374.2705
26,1375.3732
27,1377.2542
28,1378.0817
29,1381.7451
30,1383.2659
31,1383.0494
32,1383.1771
33,1361.7686
34,1361.0548
35,1362.4094
36,1367.6844
37,1367.9537
38,1368.4265
39,1368.6962
40,1368.3015
41,1369.5648
42,1368.9607
43,1370.9663
44,1370.164
45,1372.3934
46,1373.7825
47,1376.4518
48,1379.6642
49,1384.6246
50,1386.1892
51,1387.5532
52,1368.58
53,1368.3069
54,1368.3693
55,1371.7714
56,1372.6559
57,1372.6666
58,1375.4246
59,1375.8394
60,1377.039
61,1376.7802
62,1379.0691
63,1379.9271
64,1379.4275
65,1380.3915
66,1380.3212
67,1371.8542
68,1371.1016
69,1373.7819
70,1373.9127
71,1374.0802
72,1374.2928
73,1375.6304
74,1375.4498
75,1376.2911
76,1378.8219
77,1382.4341
78,1381.8037
79,1382.2439
80,1381.7799
81,1363.157
82,1363.7308
83,1362.4844
84,1367.2125
85,1368.4518
86,1367.8921
87,1369.0999
88,1369.7825
89,1370.0598
90,1370.8204
91,1370.7549
92,1367.1594
93,1367.1825
94,1367.0688
95,1369.7443
96,1370.8961
97,1372.2002
98,1373.2568
99,1374.2719
100,1374.2058
101,1375.057
102,1376.2635
103,1377.8475
104,1376.4779
105,1377.6091
106,1377.9827
107,1360.528
108,1361.8086
109,1363.0265
110,1364.3021
111,1365.4344
112,1366.622
113,1366.8887
114,1368.0684
115,1370.3364
116,1369.9509
117,1371.353
118,1372.5566
119,1371.685
120,1372.5499
121,1373.4154
122,1373.0255
123,1372.4208
124,1372.5977
125,1370.7429
126,1372.8602
127,1366.7922
128,1367.7257
129,1371.0715
130,1373.3046
131,1374.7355
132,1374.511
133,1375.9843
134,1376.3563
135,1377.9045
136,1378.2351
137,1378.9198
138,1379.5615
139,1379.9276
140,1380.2399
141,1380.4584
142,1381.4475
143,1381.2877
144,1380.1343
145,1382.0126
146,1381.7358
147,1370.5656
148,1371.3314
149,1370.9426
150,1370.891
151,1376.0403
152,1375.1661
153,1375.4451
154,1375.8683
155,1376.3158
156,1377.0736
157,1376.6837
158,1378.7568
159,1382.4462
160,1385.275
161,1358.8053
162,1359.3591
163,1358.8862
164,1360.9073
165,1361.9055
166,1362.1188
167,1362.1394
168,1364.7498
169,1366.2759
170,1367.4801
171,1367.8114
172,1367.9698
173,1367.6709
174,1367.2614
175,1369.5881
176,1368.559
177,1369.745
178,1370.1031
179,1370.3289
180,1373.782
181,1361.5773
182,1362.9243
183,1362.6818
184,1362.2266
185,1371.2324
186,1373.2234
187,1376.5188
188,1377.2609
189,1377.872
190,1376.93
191,1376.925
192,1377.1661
193,1378.7319
194,1380.6526
195,1381.6318
196,1381.2268
197,1379.6934
198,1381.1625
199,1381.7885
200,1355.4056
201,1355.9377
202,1356.4507
203,1361.0115
204,1361.9741
205,1366.224
206,1366.1732
207,1366.314
208,1366.904
209,1366.0192
210,1365.6481
211,1369.6909
212,1370.5222
213,1370.5371
214,1371.7397
215,1371.5768
216,1370.6691
217,1372.6119
218,1372.6083
219,1372.7927
220,1372.4886
221,1372.4662
222,1373.8354
223,1375.4775
224,1375.6198
225,1366.1927
226,1367.9188
227,1367.1729
228,1370.221
229,1370.9185
230,1370.0352
231,1370.8889
232,1372.2062
233,1372.0262
234,1372.3043
235,1372.1626
236,1371.8859
237,1371.4948
238,1372.0479
239,1371.7701
240,1372.9163
241,1373.5681
242,1378.3556
243,1379.3687
244,1379.6824
245,1383.3544
246,1383.5842
247,1384.1819
248,1385.4792
249,1388.6475
250,1391.4476
251,1392.8699
252,1395.4868
253,1395.9397
254,1396.3862
255,1396.9291
256,1397.761
257,1399.6693
258,1372.3363
259,1373.0557
260,1373.0461
261,1373.5815
262,1373.6294
263,1372.6885
264,1372.8827
265,1372.6715
266,1374.4929
267,1374.458
268,1375.6448
269,1378.5203
270,1380.0778
271,1381.0594
272,1381.2787
273,1382.2517
274,1383.8467
275,1383.8586
276,1383.5425
277,1383.7239
278,1367.7197
279,1367.0942
280,1367.2451
281,1367.5171
282,1371.6194
283,1372.0957
284,1374.2634
285,1374.2079
286,1373.9205
287,1373.9567
288,1375.9014
289,1375.7529
290,1376.6881
291,1378.6611
292,1379.048
293,1380.0042
294,1379.6759
295,1381.8053
296,1365.6421
297,1367.2917
298,1367.3402
299,1367.9741
300,1369.064
301,1369.7677
302,1369.8679
303,1370.3612
304,1371.5051
305,1370.4929
306,1375.4027
307,1379.4298
308,1379.5907
309,1367.5353
310,1367.651
311,1367.8767
312,1367.0079
313,1367.938
314,1368.8223
315,1369.7622
316,1369.6957
317,1370.3042
318,1370.5842
319,1372.0337
320,1372.594
321,1374.733
322,1376.02
323,1376.2964
324,1381.035
325,1379.7632
326,1380.8558
327,1381.5446
328,1381.5322
329,1359.7657
330,1361.8948
331,1362.3025
332,1363.1638
333,1364.4563
334,1365.6234
335,1367.1892
336,1375.0587
337,1376.1018
338,1378.8112
339,1379.3154
340,1379.9473
341,1379.6498
342,1379.8318
343,1379.2145
